project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance,SFD Official Loan,source_triangulation,field_completeness,Total Health of Record Score (triangulation + completeness)
32719,Saudi Arabia,"Food Aid to Syrian Refugees in Ramtha, Sahab and Amman in Jordan",2012,FALSE,"In December the Saudi National Campaign to Support Syrian Brethren distributed food aid to 670 Syrian families in Jordan. In a press statement, the director of the campaign in Jordan Sd Mahanna Al-Sweed said that 670 Syrian refugee families have benefited from the campaign's aid by distributing food basket for beneficiaries, noting that the aid included over 16 varieties of basic food items of sugar, rice, pulses and other items. ",700,Emergency Response,,Completion,3,Grant,Jordan,"https://global.factiva.com/aa/?ref=SAUDPA0020121205e8c50000i&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.thefreelibrary.com/Saudi+food+aid+for+Syrian+refugees+in+Jordan.-a0310974892, Media Report, including Wikileaks",2,"Saudi National Campaign to Support Syrian Brethren, Government Agency",,"Saudi National Campaign to Support Syrian Brethren, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SAUDPA0020121205e8c50000i&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-03 16:48,"Ramtha, Sahab and Amman",,1,,1,7,8
32708,Saudi Arabia,Saudi campaign for Syria donated 2500 houses for refugees ,2012,FALSE,"In the span of three days in 2012, the Saudi National Campaign for the Support of the Brothers in Syria distributed a large amount of relief supplies to Syrian refugees in Jordan. This included 3,000 aid baskets given to 1,000 families at the Liwaa Al-Ramtha camp in the Jordanian province of Erbed and 1,500 baskets given to 500 families at the Northern Marka camp in the eastern part of Amman. In addition, relief supplies have been distributed to Syrians living in the city of Al-Ramtha, including 300 families at the King Abdullah Park camp, more than 100 families at the Saeir City camp, and 600 families who live either with relatives or in leased homes. The aid included foodstuffs, health supplies, and special children's baskets. STAFF_NOTE: The amount raised for the 'Brothers in Syria' campaign accounts for this and many other smaller projects.",700,Emergency Response,,Completion,3,Grant,Jordan,"https://global.factiva.com/aa/?ref=FTCOM00020120731e87v0038q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20130901040718/http://saudiembassy.net/latest_news/news08091201.aspx, Government Source (Donor/Recipient); https://web.archive.org/web/20130901051356/http://saudiembassy.net/latest_news/news08171201.aspx, Government Source (Donor/Recipient); http://www.saudiembassy.net/latest_news/news08171201.aspx, Government Source (Donor/Recipient)",4,"Saudi National Campaign to Support Syrian Brethren, Government Agency","United Nations High Commissioner for Refugees (UNHCR), Multilateral","Saudi National Campaign to Support Syrian Brethren, Government Agency",1,"United Nations High Commissioner for Refugees (UNHCR), Multilateral",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=FTCOM00020120731e87v0038q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-05 9:07,"Liwaa Al-Ramtha camp, Erbed, Northern Marka camp, Amman ",,1,,3,8,11
32704,Saudi Arabia,41 Trucks of Saudi aid to Syrian refugees in Jordan,2013,FALSE,"In March 2013, upon the directives of Prince Muhammad bin Nayf bin Abd-al-aziz, Minister of Interior, the Saudi National Campaign to Support Brothers in Syria sent 41 trucks with various foodstuffs and in-kind materials to Syrian refugees.",700,Emergency Response,,Implementation,2,Grant,Jordan,"https://global.factiva.com/aa/?ref=BBCMEP0020130321e93l0015p&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.arabhum.net/contentitemen.php?ID=11628, Media Report, including Wikileaks; http://www.saudiembassy.net/latest_news/news03201301.aspx, Government Source (Donor/Recipient)",3,"Saudi National Campaign to Support Syrian Brethren, Government Agency",,"Saudi National Campaign to Support Syrian Brethren, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020130321e93l0015p&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-03 17:07,,"Prince Muhammad bin Nayf bin Abd-al-aziz, Saudi's Minister of the Interior ",1,,4,6,10
32804,Saudi Arabia,Sacrificial Meat Donation to Syrian Families,2012,FALSE,"In 2012, Saudi National Campaign (in collaboration with Hashimite Charity) donated 43,000 kg of sacrificial meat to Syrian refugees in Jordan. This donation was overseen by Custodian of the Two Holy Mosques King Abdullah and Interior Minister Prince Ahmed, supervisor general of Saudi National Campaign to help 7,200 Syrian refugee families.",700,Emergency Response,"7,200 Syrian refugee families",Completion,3,Grant,Syria,"https://global.factiva.com/aa/?ref=ARNEWS0020121030e8au0003p&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.coastaldigest.com/index.php/middle-east/46744-kingly-gesture-sacrificial-meat-given-to-7200-syrian-families, Media Report, including Wikileaks",2,"Saudi National Campaign to Support Syrian Brethren, Government Agency","Hashimite Charity, National NGO","Saudi National Campaign to Support Syrian Brethren, Government Agency",1,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=ARNEWS0020121030e8au0003p&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-07 15:32,"Sahab and King Abdullah Gardens, Cyber City Complex gardens","Badr Al-Samhan, Regional Campaign Director ",1,,1,8,9
33056,Saudi Arabia,"Phase 2 - SRC delivers 10 ambulances to Darfur region (linked to - #32641, #34541)",2010,FALSE,"On Jan. 1, 2010, Saudi Red Crescent donated 10 more ambulances to the Darfur region of Sudan. This made 40 ambulances donated from Saudi Arabia to Darfur so far, the most recent of which were presented by Mualla Olayan Al-Jabiri, the executive director for Saudi Red Crescent, in Khartoum. The Saudi Red Crescent has since delivered more ambulances to the region (Project ID #32641, 34541). STAFF_NOTE: The financial value of the ambulances is unknown.",120,Health,,Completion,3,Grant,Sudan,"http://www.arabnews.com/node/332051, Media Report, including Wikileaks",1,"Saudi Red Crescents Authority, Government Agency",,"Saudi Red Crescents Authority, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-03 22:43,Darfur,"Mualla Olayan Al-Jabiri, Executive Director (Saudi Red Crescents Authority)",1,,0,7,7
32914,Saudi Arabia,Saudi Convoy Sends Ramadan Food Baskets to Refugees in Jordan,2013,FALSE,"On July 8, 2013 the Saudi National Campaign to support the Brothers in Syria sent 100 trailers containing 50,000 Ramadan baskets of eighteen types of food to Syrian refugees in Jordan. The donation was a collaboration with the UN World Food Program, UN Children's Fund, and other humanitarian organizations.",700,Emergency Response,,Completion,3,Grant,Jordan,"https://web.archive.org/web/20130922155054/http://www.saudiembassy.net/latest_news/news07081302.aspx, Government Source (Donor/Recipient); http://webcache.googleusercontent.com/search?q=cache:http://www.aleqt.com/2013/07/08/article_768717.html, Media Report, including Wikileaks; http://al-shorfa.com/en_GB/articles/meii/newsbriefs/2013/07/09/newsbrief-07, Media Report, including Wikileaks",3,,,"World Food Programme ; World Food Program (WFP), Multilateral",2,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,,,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-07 15:35,,"Fahd Al-Zaid, Saudi Ambassador to Jordan ",1,,4,7,11
33734,Saudi Arabia,Saudi Arabia Provides Surgery for Algerian Conjoined Twins,2011,FALSE,In March 2011 the Kingdom of Saudi Arabia provided surgery to conjoined twins at the King Abdulaziz Medical City in Riyadh. The operation was completed successfully. The cost of the operation is unknown. ,120,Health,,Completion,3,Grant,Algeria,"https://web.archive.org/web/20110822084412/http://saudiembassy.net/latest_news/news03181101.aspx, Government Source (Donor/Recipient); http://gulfnews.com/news/gulf/saudi-arabia/separated-algerian-conjoined-twins-in-stable-condition-1.780775, Media Report, including Wikileaks; http://www.arabnews.com/node/371376, Media Report, including Wikileaks; http://www.conjoinedtwins.med.sa/news/?subaction=showfull&id=1300896422&archive=&start_from=&ucat=51&, Government Source (Donor/Recipient); http://www.conjoinedtwins.med.sa/cases/algerian/?subaction=showfull&id=1300896422&archive=&start_from=&ucat=51&, Government Source (Donor/Recipient)",5,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Algeria,615,130,Algeria,DZA,DZ,12,612,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-11 10:51,Riyadh,"Dr. Abdullah Al-Rabeeah, Minister of Health ",1,,4,6,10
33738,Saudi Arabia,Saudi Arabia Donates 275 Tons of Dates to Algeria,2012,FALSE,In May 2012 the Kingdom of Saudi Arabia donated 275 tons of dates to Algeria through the World Food Program. The Saudi Ambassador to Algeria oversaw the delivery. ,520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Algeria,"https://web.archive.org/web/20121016052549/http://saudiembassy.net/latest_news/news05241201.aspx, Government Source (Donor/Recipient)",1,,"World Food Program (WFP), Multilateral",,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,,,,,,,,,,,,1,Algeria,615,130,Algeria,DZA,DZ,12,612,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-18 10:31,,"Dr. Sami bin Abdullah Al-Saleh, Saudi Ambassador to Algeria ",1,,3,7,10
33124,Saudi Arabia,"Saudi Arabia donates 200 tons of dates to Sahrawi refugees in Tindouf, Algeria",2013,FALSE,"In 2013, the Kingdom of Saudi Arabia delivered a caravan of 14 trucks loaded with 200 tons of dates to the Dry Port of Oran near Algiers. These dates were intended for underprivileged Algerians and Sahrawi refugees. This project was implemented by the World Food Program as part of an annual donation of 4,000 dates that Saudi Arabia gives to WFP for distribution across the Middle East. The Algerian Red Crescent also participated in the implementation of this project. ",700,Emergency Response,,Completion,3,Grant,Algeria,"https://global.factiva.com/aa/?ref=AFNWS00020130529e95t0017a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.spsrasd.info/en/content/kingdom-saudi-arabia-donates-200-tons-dates-sahrawi-refugees, Media Report, including Wikileaks; http://www.mofa.gov.sa/sites/mofaen/ServicesAndInformation/news/MinistryNews/Pages/ArticleID201371714191948.aspx, Government Source (Donor/Recipient); http://web.archive.org/web/20130922155110/http://www.saudiembassy.net/latest_news/news07171301.aspx, Government Source (Donor/Recipient); http://www.mofa.gov.sa/sites/mofaen/ServicesAndInformation/news/MinistryNews/Pages/ArticleID201371714191948.aspx, Government Source (Donor/Recipient)",5,,"The Algerian Red Crescent Society , National NGO; World Food Program (WFP), Multilateral",,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=AFNWS00020130529e95t0017a&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Algeria,615,130,Algeria,DZA,DZ,12,612,FALSE,FALSE,FALSE,FALSE,,,,,,15-07-22 14:10,"Tindouf, Port of Oran","Salah El Ghadir, Cousnellor of Embassy of the Kingdom of Saudi Arabia in Algeria ; Ahmed Abdallah Al frih, Cultural Attache at the Embassy ; Algeria Francesca Caponera, Deputy Representative to Algeria (World Food Program (WFP))",1,,4,7,11
33171,Saudi Arabia,Saudia Arabia donates 206 tons of dates to Algeria,2011,FALSE,"In September 2011, the Kingdom of Saudi Arabia delivered a caravan of 206 tons of dates to Sahrawi refugees in Algiers through the World Food Program. The dates were given to Dr. Osama Osman, the Director of the World Food Program's office in Algeria, and the Sahrawi Red Crescent as well as the Algerian Red Crescent participated in preparations for receiving the food aid at the port of Oran. The Saudi Ambassador to Algeria, Sami bin Abdullah Al-Saleh, stated that the donation is part of a two year agreement with the World Food Program that was to continue through 2012. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Algeria,"https://web.archive.org/web/20111011061837/http://saudiembassy.net/latest_news/news09211101.aspx, Government Source (Donor/Recipient); http://www.spsrasd.info/en/content/saudi-arabia-provides-200-tons-dates-benefit-saharawi-refugees, Media Report, including Wikileaks; https://web.archive.org/web/20111227085552/http://www.saudiembassy.net/latest_news/news09211101.aspx, Government Source (Donor/Recipient)",3,,"The Algerian Red Crescent Society , National NGO; The Sahrawi Red Crescent Society, Regional NGO; World Food Program (WFP), Multilateral",,,,,Checked,1,ORA-2,16,Development,1,Active,1,,,,,,,,,,,,1,Algeria,615,130,Algeria,DZA,DZ,12,612,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-07 14:39,Algiers,"Dr. Osama Osman, Director of office in Algeria (World Food Program (WFP)); Sami bin Abdullah Al-Saleh, Saudi Ambassador to Algeria ",1,,3,7,10
32879,Saudi Arabia,Saudi Arabia Donates Dates to Bangladesh Through WFP,2013,FALSE,"In 2013, Saudi Arabia granted 515 tons of dates to the World Food Program (WFP) to develop food programs in Bangladesh. Saudi Ambassador to Bangladesh Dr. Abdullah bin Nasser Al-Busairi delivered the grant to Bangladeshi Minister of Primary and Mass Education Afsarul Ameen. The project is considered completed, and has been distributed to 88 thousand children in low-income settlements in Dhaka and Satkhira.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Bangladesh,"https://web.archive.org/web/20130808014659/http://saudiembassy.net/latest_news/news05211301.aspx, Government Source (Donor/Recipient); http://thebangladeshtoday.com/national/2013/05/saudi-arabia-donates-dates-to-wfps-school-feeding-programme/, Media Report, including Wikileaks",2,,"World Food Program (WFP), Multilateral",,,,,Checked,1,ORA-2,16,Development,1,Active,1,,,,,,,,,,,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-07 14:42,,"Dr. Abdullah bin Nasser Al-Busairi, Saudi Ambassador to Bangladesh ; Afsarul Ameen, Bangladeshi Minister of Primary and Mass Education ",1,,3,7,10
32546,Saudi Arabia,Saudi Arabia donates 150 tons of dates to Bangladesh,2011,FALSE,"In July, 2011, the Saudi government donated 150 metric tons of dates to Bangladesh for the holy month of Ramadan. Saudi Ambassador to Dhaka Dr Abdullah Na Al-Bussary handed the donation to Food and Disaster Management Minister Dr Abdur Razzaque. 100 metric tons will be distributed among the poor by the Disaster Management and Relief Division, and the remaining 50 tons will be distributed by the Saudi Embassy.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Bangladesh,"https://global.factiva.com/aa/?ref=UNIBAG0020110720e77j0002k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.daily-sun.com/details_yes_20-07-2011_Saudi-govt-donates-150-metric-tons-of-dates_286_1_10_1_16.html, Media Report, including Wikileaks",2,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=UNIBAG0020110720e77j0002k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,19-Jul-11,,1,Bangladesh,771,666,Bangladesh,BGD,BD,50,513,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-05 12:07,,"Dr Abdullah NA Al-Bussary, Saudi ambassador to Dhaka ",1,,1,6,7
32567,Saudi Arabia,Saudi Arabia Sends Medical Personnel and Equipment to Setup 3 Field Hospitals in Egypt,2013,FALSE,"In Aug 2013, Saudi King Abdullah bin Abdul Aziz sent medical aid to Egypt in response to the crisis regarding the overthrown President Mohamed Mursi. The in-kind grant consisted of personnel to help set up three field hospitals and 100 tons of medical aid. Each of the hospitals included 14 integrated clinics with medicine and operating teams. This project is considered delivered and completed.",700,Emergency Response,,Completion,3,Grant,Egypt,"https://global.factiva.com/aa/?ref=ALARAB0020130820e98k0002v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020130820e98k003pf&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020130820e98k0028l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNEWS00020130817e98h00899&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20130824173236/http://www.saudiembassy.net/latest_news/news08201301.aspx, Government Source (Donor/Recipient); http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=20130821177648, Media Report, including Wikileaks; http://english.alarabiya.net/en/News/middle-east/2013/08/20/Two-Saudi-planes-carrying-medical-aid-arrive-in-Egypt.html, Media Report, including Wikileaks",7,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ALARAB0020130820e98k0002v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020130820e98k003pf&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCMEP0020130820e98k0028l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNEWS00020130817e98h00899&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-06-19 11:17,,,1,,7,6,13
32873,Saudi Arabia,Saudi Arabia gives Egypt 342 tons of dates ,2010,FALSE,"The United Nation's International Food Program in Egypt received 342 tons of dates in food assistance from the Kingdom of Saudi Arabia yesterday. The quantity will be distributed to needy families in southern Egypt, the Red Sea and Sena'a regions and the High Dam lake area.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Egypt,"https://web.archive.org/web/20110106025924/http://saudiembassy.net/latest_news/news04291001.aspx, Government Source (Donor/Recipient)",1,,"World Food Program (WFP), Multilateral",,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,,,,,,,,,,28-Apr-10,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-07 14:44,"southern Egypt, the Red Sea and Sena'a regions and the High Dam lake area",,1,,3,7,10
31675,Saudi Arabia,Saudi Arabia donates 300 tons of food to Ethiopia,2012,FALSE,"On June 28, 2012 a batch of food aid donatedd by Saudi Arabia arrived in Addis Ababa Bole International Airport. In total the donation is 300 tons of food. Upon arrival, the aid was received by Saudi Ambassador to Ethiopia Abdulbaqi Ahmed Ajlan; and representative of Ministry of Finance, Mohammed Al-Sbaeet. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Ethiopia,"https://global.factiva.com/aa/?ref=SAUDPA0020120629e86s0000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20121016053440/http://saudiembassy.net/latest_news/news06281201.aspx, Government Source (Donor/Recipient); http://www.wfp.org/about/funding/governments/saudi-arabia?year=2012, Other Official Source (non-Donor, non-Recipient)",3,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SAUDPA0020120629e86s0000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,,1,Ethiopia,530,238,Ethiopia,ETH,ET,231,644,FALSE,FALSE,FALSE,FALSE,,,,,,14-05-14 11:32,,"Ahmed Ajlan, Saudi Ambassador to Ethiopia ; Mohammed Al-Sbaeet, representative of Ethiopia's Ministry of Finance ",1,,6,6,12
33742,Saudi Arabia,Saudi Arabia Delivers 200 Tons of Dates to Ghana,2012,FALSE,"In June 2012 the Saudi Ambassador to Ghana, Hashem Al-Suwailem, delivered a donation of 200 tons of dates in Accra. This developmental food aid was to be distributed by the World Food Program. ",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Ghana,"http://web.archive.org/web/20121016055043/http://saudiembassy.net/latest_news/news06061203.aspx, Government Source (Donor/Recipient)",1,,"World Food Program (WFP), Multilateral",,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,,,,,,,,,,,,1,Ghana,452,241,Ghana,GHA,GH,288,652,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-18 10:25,Accra,"Hashem Al-Suwailem, Saudi Ambassador to Ghana ",1,,3,7,10
33298,Saudi Arabia,Saudi Arabia gives dates to Ghana,2013,FALSE,"On Aug 28, 2013, the Royal Embassy of Saudi Arabia donated 50 tons of dates to Ghana in Accra. The exchange occurred on behalf of the Custodian of the two holy mosques, King Abdullah Abdul Aziz Al Saud, by Charge d'Affaires of the Royal Embassy of Saudi Arabia, Majeed Awadh.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Ghana,"https://global.factiva.com/aa/?ref=AFNWS00020130828e98s000w1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.ghana.gov.gh/index.php/2012-02-08-08-32-47/general-news/2707-saudi-arabia-donates-saudi-date-to-ghana, Media Report, including Wikileaks",2,,,,,,,Checked,1,ORA-2,16,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=AFNWS00020130828e98s000w1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,27-Aug-13,,1,Ghana,452,241,Ghana,GHA,GH,288,652,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-18 9:02,Accra,"Majeed Awadh, Charge d'Affaires of the Royal Embassy of Saudi Arabia ; Hon. Rashid Pelpuo, Ghanaian Minister of State in charge of Private Sector and Public Private Partnership ",1,,1,6,7
32997,Saudi Arabia,Saudi Red Crescent Delivers Food Aid to Syrians in Jordan,2012,FALSE,"In June 2012 the Kingdom of Saudi Arabia delivered food aid to displaced Syrian families in Jordan. The aid included a convoy of 13 refrigerated trucks that contained 10,000 food baskets weighing 312 tons. These goods were to be distributed under the supervision of the Saudi Red Crescent Authority and the Jordanian Red Crescent Authority. The financial details of this project are unknown. ",700,Emergency Response,,Completion,3,Grant,Jordan,"https://web.archive.org/web/20121016055651/http://saudiembassy.net/latest_news/news06231201.aspx, Government Source (Donor/Recipient); http://www.highbeam.com/doc/1G1-294226233.html, Media Report, including Wikileaks; http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=00000000131002, Media Report, including Wikileaks",3,,"Saudi Red Crescents Authority, Government Agency; Jordanian Red Crescent Authority, National NGO",,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-05 8:02,Amman,,1,,4,7,11
33018,Saudi Arabia,Saudi Arabia sends 7th Convoy of Aid to Al-Zatari Arrives in Jordan,2012,FALSE,"On December 14, 2012 it was announced that in implementation of the directives of the Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz, the 7th relief convoy organized by the Saudi National Campaign to Support the Brothers in Syria arrived this afternoon at the Al-Zaatari refugee camp in northern Jordan. The convoy consisted of 57 trucks loaded with blankets and clothes. The Campaign has already sent 387 trucks carrying food, medicine, tents and blankets to Jordanian camps, where they have been distributed to Syrian refugees. ",700,Emergency Response,,Completion,3,Grant,Jordan,"http://www.saudiembassy.net/files/PDF/Publications/Focus/2012/12-FOCUS-12-18.pdf, Media Report, including Wikileaks",1,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-02 15:27,Al-Zatari,,1,,0,6,6
32915,Saudi Arabia,Saudi Campaign Delivers 30 Prefabricated Houses to Syrians in Jordan,2013,FALSE,In March 2013 the Saudi National Campaign to Support Syrian Brethren delivered 30 prefabricated houses to Syrian refugees in the Zaatari refugee camp in Jordan. The financial details of this project are unknown. ,700,Emergency Response,,Completion,3,Grant,Jordan,"https://web.archive.org/web/20130922153629/http://www.saudiembassy.net/latest_news/news03081301.aspx, Government Source (Donor/Recipient); http://www.gulfinthemedia.com/index.php?m=gcc_press&id=2490006&cnt=171&lang=en, Media Report, including Wikileaks",2,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-02 14:11,Zaatari refugee camp,"Saad Al-Swayed, Director of the Campaign's Office in Jordan ",1,,3,6,9
33000,Saudi Arabia,Saudi Campaign Dispatches First Relief Convoy to Syrian Refugees in Jordan,2012,FALSE,"On August 7, 2012 the first relief convoy dispatched by the Saudi National Campaign for the Support of the Brothers in Syria arrived at the warehouses of the Jordan Hashemite Charity Organization (JHCO) in the Al-Mafraq area near the Syrian border. Consisting of 43 trucks carrying large amounts of food and other relief items, the convoy was received by Saudi Ambassador to Jordan Fahd bin Abdulmohsen Al-Zaid; Representative of the High Commissioner for Refugees (UNHCR) in Jordan Andrew Harper; and JHCO Secretary General Ayman Riyad Al-Mufleh. Afterwards, Ambassador Al-Zaid visited the Al-Zatari Camp and supervised the delivery of aid to Syrian refugees. As of yesterday, the Saudi National Campaign for the Support of the Brothers in Syria had collected SR 467.79 million [$124.73 million], in addition to many tons of in-kind donations.",700,Emergency Response,,Completion,3,Grant,Jordan,"https://web.archive.org/web/20130901034854/http://saudiembassy.net/latest_news/news08071201.aspx, Government Source (Donor/Recipient); https://web.archive.org/web/20130901063535/http://saudiembassy.net/latest_news/news08021201.aspx, Government Source (Donor/Recipient)",2,,"UNHCR, International NGO",,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-02 14:08,,"Ayman Riyad Al-Mufleh, Secretary General (Jordan Hashemite Charity Organization); Fahd bin Abdulmohsen Al-Zaid, Saudi Ambassador to Jordan ; Jordan Andrew Harper, Representative (UNHCR); Mubarak bin Saeed Al-Bakr, Campaign Executive Director ",1,,3,7,10
32916,Saudi Arabia,Saudi Campaign Distributes Heaters to Refugees in Jordan,2013,FALSE,"On February 3, 2013, The Saudi National Campaign for the Support of the Brothers in Syria continued the distribution of in-kind and food aid to Syrian refugees in Jordan today. In a statement, the Director of the Campaign's Amman Office, Saad bin Muhanna Al-Sweyed, said that 500 gas heaters were distributed among in the Zaatari camp in northern Jordan. ",700,Emergency Response,,Completion,3,Grant,Jordan,"https://web.archive.org/web/20130922153210/http://www.saudiembassy.net/latest_news/news02031301.aspx, Government Source (Donor/Recipient)",1,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-02 14:07,Zaatari Refugee Camp,"Saad bin Muhanna Al-Sweyed, Director of the Saudi National Campaign's Amman Office ",1,,3,6,9
