project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance
33303,Qatar,Qatar Charity establishes model village in Somalia,2013,FALSE,"In 2013 Qatar Charity established a model village near Mogadishu, Somalia at a cost of 1 million QR. The village was built to support displaced Somalis and included a primary school, a mosque, shops and wells with the capacity for 6,000 people. ",320,"Industry, Mining, Construction",,Completion,3,In-kind Grant (Goods or Services),Somalia,"http://hiiraan.com/news4/2013/Oct/41378/qatar_charity_establishes_model_village_in_somalia.aspx, Media Report, including Wikileaks; http://www.raya.com/news/pages/01d4e023-3d89-4a53-89be-2030801bbbb7, Media Report, including Wikileaks; http://www.qatarchronicle.com/life-style/culture/41691/qatar-charity-constructs-model-village-in-somalia-to-support-displaced-somalis/, Media Report, including Wikileaks; http://www.oananews.org/content/news/general/qatar-charity-establishes-model-village-somalia, Media Report, including Wikileaks; http://www.qcharity.com/en/index.php?option=com_content&view=article&id=177:qc-launches-qatar-model-villages-for-displaced-syrians-&catid=1:news, Implementing/Intermediary Agency Source",5,,"Qatar Charity, National NGO","Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,,1000000,QAR,1.015,3.65,"269,924",,,,,1,Somalia,520,273,Somalia,SOM,SO,706,726,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 12:47,Mogadishu,"Mohamed Ali Al-Ghamdi, Executive Director for International Development (Qatar Charity)",0
32352,Qatar,Qatar sends a plane full of 40 tons of relief materials to Sudan ,2013,FALSE,"Two planes carrying Qatari aid material arrived in Sudan in August 2013. As of Apr 15, 2013, aid materials given reached a total of 95 tonnes. Some of the materials donated include medicine, construction, and shelter supplies [10 tons of shelter materials, 18 tons of tents, nine water draining pumps, six tons of blankets and two tons of medicines and first-aid materials]. It is said other planes to be delivered in the future will be carrying up to 40 tons of aid materials. Dr Abd-al-Rahman stated an air bridge would deliver a total of eight flights carrying medicines, construction and shelter supplies.",700,Emergency Response,,Implementation,2,In-kind Grant (Goods or Services),Sudan,"https://global.factiva.com/aa/?ref=BBCMEP0020130813e98d003e9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.gulf-times.com/qatar/178/details/362760/qatar-sends-more-flood-aid-to-sudan, Media Report, including Wikileaks",2,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020130813e98d003e9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:11,,"Dr Sulayman Abd-al-Rahman, Humanitarian Aid Commissioner ; Yasir Khidir, Sudan Ambassador to Qatar ; Maj-Gen Hashim Husayn, Director of Civil Defense ; Jabir al-Na'imi, Deputy Charge d' Affaires at Qatari Embassy in Sudan ",0
32366,Qatar,Silatech offers microfinance training to Sudanese officials,2013,FALSE,"In 2013 the Silatech offered microfinance training to more than 1,000 credit officers in Sudan through a three day Financial Literacy Training of Trainers course. This was implemented through the Sudan Academy for Banking and Financial Sciences' Microfinance Development Programme. ",240,Banking and Financial Services,,Completion,3,Free-standing technical assistance,Sudan,"https://global.factiva.com/aa/?ref=GUTIME0020130102e91100007&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.silatech.com/home/project-countries/sudan, Government Source (Donor/Recipient); http://www.microcapital.org/microcapital-brief-silatech-sponsors-financial-literacy-training-course-expected-to-benefit-1000-credit-officers-in-sudan/, Media Report, including Wikileaks",3,"Silatech, Foundation","Sudan Academy for Banking and Financial Sciences' Microfinance Development Programme, Government Agency","Silatech, Foundation",1,"Sudan Academy for Banking and Financial Sciences' Microfinance Development Programme, Government Agency",1,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020130102e91100007&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 13:14,,"Justin Sykes, director of Microenterprise (Silatech)",0
33009,Qatar,Silatech technical assistance to Sudan,2013,FALSE,"In September 2013, Qatar's Silatech Partnered with Irada MFI to provide Sudan with loan capital, in addition to technical assistance and BDS solutions, to IRADA. The purpose of the assistance is to help launch youth financial services combined with training to existing/future youth clients across Sudan. STAFF_NOTE: Possible link to Project ID #33004",240,Banking and Financial Services,,Implementation,2,Free-standing technical assistance,Sudan,"http://www.silatech.com/home/project-countries/sudan, Government Source (Donor/Recipient); http://www.gulf-times.com/qatar/178/details/337244/silatech-offers-microfinance-training-to-officials-in-sudan, Media Report, including Wikileaks; http://thepeninsulaqatar.com/news/qatar/220175/silatech-trains-sudanese-bankers, Media Report, including Wikileaks",3,"Silatech, Foundation",Irada,"Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-24 13:22,,,0
33004,Qatar,Silatech to provide technical assistance to Sudanese companies,2013,FALSE,"In September 2013, Silatech launched a Technical Assistance World Bank Rural Livelihoods Programme in Sudan. Silatech partnered by World Bank, SUDIA, and SMDC. The programme aims to provide technical assistance and BDS solutions to the World Bank Rural Livelihoods Programme. ",240,Banking and Financial Services,,Implementation,2,Free-standing technical assistance,Sudan,"http://www.silatech.com/home/project-countries/sudan, Government Source (Donor/Recipient); http://siteresources.worldbank.org/EXTGLOBALPARTNERSHIP/Resources/SilatechIndexGPYI.pdf, Other Official Source (non-Donor, non-Recipient)",2,,"Silatech, Foundation; Sudanese Development Initiative (SUDIA), National NGO; World Bank, Multilateral","Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-24 13:20,,,0
32357,Qatar,Qatar to deposit 1 billion USD into Sudan's Central bank ,2013,TRUE,"In October 2013 Qatar's government pledged to deposit $1 billion into Sudan's Central Bank to support economic reform and to help with payment deficit. The deposit was the result of bilateral talks between the two nations' delegations, as well as a recent ascension to the Qatari throne by Tamim bin Hamad Al-Thani. In spring of 2014 Badr Al-Deen Mahmoud, the Sudanese Finance Minister, announced receiving the full deposit. ",510,General Budget Support,,Completion,3,Monetary Grant (excluding debt forgiveness),Sudan,"https://global.factiva.com/aa/?ref=SUDTRI0020131003e9a30008f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sudantribune.com/spip.php?article50525, Media Report, including Wikileaks; http://uk.reuters.com/article/2014/04/02/uk-sudan-qatar-idUKBREA3111L20140402, Media Report, including Wikileaks; http://allafrica.com/stories/201404030910.html, Media Report, including Wikileaks; http://www.sudan-embassy.de/News/Qatar%20Grants%20$1Billion%20to%20Sudan.pdf, Government Source (Donor/Recipient)",5,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SUDTRI0020131003e9a30008f&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1,000,000,000",USD,1.015,1,"985,221,675",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:32,,"Badr Al-Deen Mahmoud, Minister of Finance ; Khalid Elnour, Economic expert ",0
32351,Qatar,Qatar offers 500 million USD to Sudan's Darfur,2013,FALSE,"At a donors' meeting in Doha in Apr 2013, Qatar pledged 500 million in grants and contributions for rebuilding Darfur. As of Apr 2014, 88 million has been provided for Darfur development for critical short-term improvements. Qatar will fund 19 UN-sponsored projects across Darfur's five states.",998,Unallocated / Unspecified,,Implementation,2,Monetary Grant (excluding debt forgiveness),Sudan,"https://global.factiva.com/aa/?ref=AFPR000020130408e9480048v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.qatarembassy.net/in-the-news/qatar-pledges-500m-for-darfur-reconstruction, Government Source (Donor/Recipient); http://mg.co.za/article/2014-04-29-qatar-to-provide-r88m-for-darfur-development-plan, Media Report, including Wikileaks; http://thoughtsonthesudans.files.wordpress.com/2014/04/qatar_sudan_ties_are_laced_with_doha_pragmatism.pdf, Other Official Source (non-Donor, non-Recipient)",4,,United Nations Development Programme (UNDP),,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AFPR000020130408e9480048v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","500,000,000",USD,1.015,1,"492,610,837",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-24 13:06,,"Ali Al-Za'tari, United Nations (UN) chief in Sudan ; Ahmed bin Abdullah al-Mahmud, Qatari minister of state for cabinet affairs ",0
33365,Qatar,Qatar will contribute 200 million USD to Darfur Development Bank (linked to project ID #33362),2013,FALSE,"In 2011 the International Conference of Donors for the Reconstruction and Development of Darfur approved a proposal by Qatar to establish the Darfur Development Bank in Sudan to meet the development needs of the country. The 2013 Donors Conference concluded with Qatar 200 million USD toward the project the Darfur Development Bank, which has a planned capital of 2 billion USD. The details on the current state of this grant are unknown. ",510,General Budget Support,,Pipeline: Commitment,11,Vague-TBD,Sudan,"http://www.modernghana.com/news/457307/1/doha-meet-raises-36-billion-for-sudans-darfur-qata.html, Media Report, including Wikileaks; https://www.radiodabanga.org/node/14851, Media Report, including Wikileaks; https://www.radiodabanga.org/node/13506, Media Report, including Wikileaks; http://reliefweb.int/report/sudan/donors-conference-approves-qatars-proposal-establishing-darfur-development-bank, Social Media, including Unofficial Blogs; http://news.sudanvisiondaily.com/details.html?rsnpid=208154, Media Report, including Wikileaks; http://www.crisisgroup.org/~/media/Files/africa/horn-of-africa/sudan/211-sudan-s-spreading-conflict-iii-the-limits-of-darfur-s-peace-process.pdf, NGO/Civil Society/Advocacy; http://arabstates.undp.org/content/rbas/en/home/presscenter/articles/2013/04/08/-darfur-donors-conference-concluded-with-international-political-and-financial-commitment/, NGO/Civil Society/Advocacy",7,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,,"200,000,000",USD,1.015,1,"197,044,335",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 13:33,Darfur,"Ahmed Bin Abdulla Al Mahmoud, Qatari Minister of Foreign Affairs ; Amin Sharkawi, deputy country director of the United Nations Development Programme ",0
32552,Qatar,Qatari provides medical help to wounded Syrians,2013,TRUE,"In 2013, Qatar assisted in funding operations of a makeshift health center known as the Al-Fursan Centre in West Amman for injured fighters from the Free Syrian Army. Qatar's aid of an unknown amount covered costs of running the rehabilitation center, as staff are volunteers. Kuwait and Saudi Arabia are also contributors to this project. It appears that this project is currently ongoing. ",700,Emergency Response,,Implementation,2,Free-standing technical assistance,Syria,"https://global.factiva.com/aa/?ref=ASHAL00020130301e9310002v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ASHAL00020130301e9310002v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-27 18:22,West Amman,,0
32551,Qatar,Qatar donates 100m USD for Syrian opposition,2013,FALSE,In February 2013 Qatar gave Syria 100 million USD in humanitarian aid. The donation was routed through the Humanitarian Assistance Coordination Unit of the National Coalition for Syrian Revolutionary and Opposition Forces (SNCROF). This donation is the first tranche of 900 million USD pledged by Gulf Arab states. STAFF_NOTE: It is unclear what activities were funded with this grant. ,700,Emergency Response,,Completion,3,Monetary Grant (excluding debt forgiveness),Syria,"https://global.factiva.com/aa/?ref=LBA0000020130221e92l000ib&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=KUWNA00020130221e92k0000t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.huffingtonpost.com/2013/02/21/qatar-syria-aid_n_2731299.html, Media Report, including Wikileaks",3,,,,,"National Coalition for Syrian Revolutionary and Opposition Forces (SNCROF), Private Sector",1,Check,0,ODA-like,2,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=LBA0000020130221e92l000ib&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=KUWNA00020130221e92k0000t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",100000000,USD,1.015,1,"98,522,167",,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:19,,,0
32607,Qatar,Qatar Charity has Given 25 million QR in Medical Aid for Syrian refugees,2013,FALSE,"QATAR Charity (QC) has spent about QR25,000,000 to provide medical aid to about 149,334 displaced Syrian people and refugees inside and outside Syria, since the beginning of the crisis in the country. QC has provided ambulances, treated the injured people, and trained paramedics, provided prostheses and medical supplies as well as mobile medical clinics. In June 2012, it was announced that Qatar Charity had recently allocated QR2.1 million to its 'Syria's Appeal' campaign, for health projects benefitting Syrian refugees in Lebanon. Š—åŠ—åThe projects were divided into three parts: The first project provides medical supplies for the benefit of 2,000 patients and the wounded for a period of two months at a cost of QR817,000. The second project will cover the treatment costs for 300 patients and provide free healthcare for the wounded and patients at a cost of QR711,000. And the third project will equip a separate operation theatre to treat people with fractures and burns, at a cost of QR575,000. ",700,Emergency Response,,Completion,3,Monetary Grant (excluding debt forgiveness),Syria,"https://global.factiva.com/aa/?ref=QATRIB0020130626e96q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=QATRIB0020120621e86l0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=QATRIB0020130626e96q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=QATRIB0020120621e86l0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",25000000,QAR,1.015,3.65,"6,748,094",,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:14,,,0
32630,Qatar,Qatar provides 5m USD to Syria National Coalition for humanitarian aid supplies,2013,FALSE,"Continuing Qatari assistance to Syria came in mid-July 2013 when Qatar gave 5 million USD to the Syrian National Coalition to purchase humanitarian aid supplies. Qatari officials say the new emir, Sheikh Tamim bin Hamad al-Thani, will assist the Syrian opposition until President Bashar al-Assad is removed from power. ",700,Emergency Response,,Completion,3,Monetary Grant (excluding debt forgiveness),Syria,"https://global.factiva.com/aa/?ref=LBA0000020130724e97o000pb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,"National Coalition for Syrian Revolutionary and Opposition Forces (SNCROF), Private Sector",1,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=LBA0000020130724e97o000pb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",5000000,USD,1.015,1,"4,926,108",,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:20,,,0
32628,Qatar,Qatar channels 2.8m USD to Syria through UN,2013,FALSE,In September 2013 Qatar promised 2.8 million USD in humanitarian aid to Syria. The aid will be channeled through the United Nations in addition to donations from Oxfam and Russia.,700,Emergency Response,,Pipeline: Pledge,12,Monetary Grant (excluding debt forgiveness),Syria,"https://global.factiva.com/aa/?ref=CHSM000020130920e99j00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,"UNHCR, International NGO",,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=CHSM000020130920e99j00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2800000,USD,1.015,1,"2,758,621",,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:25,,,0
32573,Qatar,Qatar supports Syrian refugees ,2013,FALSE,"In June 2013 Qatar Charity implemented two projects for refugees in Syria valued at 2 million QR. 11,000 food packages containing sugar, rice, macaroni, oil, beans, and other food supplies were distributed throughout Syria in addition to 1,000 flour sacks and 5,000 blankets. ",700,Emergency Response,,Implementation,2,In-kind Grant (Goods or Services),Syria,"https://global.factiva.com/aa/?ref=GUTIME0020130608e96800034&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020130608e96800034&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2000000,QAR,1.015,3.65,"539,847",,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:25,,,0
33761,Qatar,Qatar aids Tunisia youth savings initiative,2013,FALSE,"In July 2013, Qatar's Silatech Launched the Tunisia Youth Savings Initiative. The program will provide dedicated youth savings accounts combined with financial literacy to increase financial access for low-income youth. ",240,Banking and Financial Services,,Implementation,2,In-kind Grant (Goods or Services),Tunisia,"http://www.silatech.com/home/project-countries/tunisia, Government Source (Donor/Recipient); http://www.silatech.com/home/project-countries/tunisia, Government Source (Donor/Recipient)",2,"Silatech, Foundation","Tunisiana; Mercy Corps, International NGO","Tunisiana; Mercy Corps, International NGO; Silatech, Foundation",3,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 14:23,,,0
33756,Qatar,Qatar aids Tunisian youth-run businesses,2013,FALSE,"In October 2013, Qatar's Silatech launched the Technical Assistance to Entrepreneurship Finance Center. The program will provide support to the design of youth financial and non-financial services, and expects to support 1,000 youth-run businesses.",250,Business and Other Services,,Implementation,2,Free-standing technical assistance,Tunisia,"http://www.silatech.com/home/project-countries/tunisia, Government Source (Donor/Recipient)",1,"Silatech, Foundation","Tuninvest, Private Sector; D’©veloppement international Desjardins (DID)","Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 14:25,,,0
33763,Qatar,Qatar invests in Tunisian fund for SMEs,2013,FALSE,"In January 2013, Silatech announced that it was would be a co-investor along with other public and private co-investors in the TunInvest Croissance FCPR Fund. The fund will invest equity and quasi-equity in SMEs established in Tunisia that have innovative business models or provide innovative products and services. The fund hopes to create more than 2,500 job opportunities over 12 years, through the SMEs that it will finance and support.",250,Business and Other Services,,Implementation,2,Foreign direct investment,Tunisia,"http://www.silatech.com/home/project-countries/tunisia, Government Source (Donor/Recipient)",1,"Silatech, Foundation","Tuninvest, Private Sector","Silatech, Foundation; Tuninvest, Private Sector",2,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 15:35,,,0
33152,Qatar,Silatech builds platform Tounes Ta3mel for Tunisian job seekers,2013,FALSE,"Qatar-based social initiative Silatech has provided the opportunity to Tunisian job seekers and young entrepreneurs to jumpstart their careers and launch their businesses with the new Tounes Ta3mal employability platform (http://www.tounesta3mal.com/ [http://www.tounesta3mal.com/]).The Tounes Ta3mal employability platform has been founded by Silatech and Microsoft, in partnership with Edupartage, a Tunisian social network dedicated to education and society. The platform provides youth with the necessary online resources to plan their careers, expand their learning, and search for internships and employment opportunities. It also helps young entrepreneurs access information on how to build their businesses, as well as to reach out to mentors and investors to grow their projects.",160,Other Social infrastructure and services,,Pipeline: Commitment,11,In-kind Grant (Goods or Services),Tunisia,"https://global.factiva.com/aa/?ref=GUTIME0020131012e9ac0000g&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.tounesta3mal.com/, Implementing/Intermediary Agency Source; http://www.silatech.com/home/news-events/silatech-news/silatech-news-details/2013/10/07/tounes-ta3mal-offers-opportunity-for-tunisian-youth, Government Source (Donor/Recipient)",3,"Silatech, Foundation",,"Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020131012e9ac0000g&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 15:30,,,0
33144,Qatar,Qatar loans Tunisia $500 million to support currency reserves,2013,FALSE,"In Nov 2013, Qatar National Bank gave Tunisia a $500 million deposit to support its foreign currency reserves. The deposit was made as Tunisia's Islamist-led government faces pressure from lenders such as the World Bank and the International Monetary Fund to make reforms to trim its budget deficit and end a political crisis.",510,General Budget Support,,Pipeline: Commitment,11,Grant (Vague),Tunisia,"https://global.factiva.com/aa/?ref=ANSMED0020131122e9bm0005n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020131123e9bn0004s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFPR000020131123e9bn0071c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020131123e9bn0001j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENAFI0020131125e9bp0006b&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020131126e9bp0008z&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=NBILSR0020131126e9br001oz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://allafrica.com/stories/201312231000.html, Media Report, including Wikileaks; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Tunisia%20-%20Economic%20Recovery%20and%20Inclusive%20Development%20Support%20Programme%20-%20Appraisal%20Report.pdf, Other Official Source (non-Donor, non-Recipient)",9,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ANSMED0020131122e9bm0005n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020131123e9bn0004s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFPR000020131123e9bn0071c&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020131123e9bn0001j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENAFI0020131125e9bp0006b&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020131126e9bp0008z&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=NBILSR0020131126e9br001oz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",500000000,USD,1.015,1,"492,610,837",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 15:25,,,0
33145,Qatar,Qatar grants Tunisia $100 million to Help with Unemployed,2013,FALSE,"In 2013, the Emirate's Qatar Friendship Fund (QFF) agreed to grant $100 million to the government of Tunisia to fund projects involving the unemployed in Tunisia's poorest regions. The current status of the grant is unknown.",160,Other Social infrastructure and services,projects for unemployed,Pipeline: Commitment,11,Monetary Grant (excluding debt forgiveness),Tunisia,"https://global.factiva.com/aa/?ref=MGREB00020130329e93l0000k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.wamda.com/2014/06/startup-factory-is-now-intilaq-thanks-to-a-16m-usd-investment-by-qff, Media Report, including Wikileaks; http://www.privatesectorqatar.com/arabic/2013/10/%D8%B5%D9%86%D8%AF%D9%88%D9%82-%D8%A7%D9%84%D8%B5%D8%AF%D8%A7%D9%82%D8%A9-%D8%A7%D9%84%D9%82%D8%B7%D8%B1%D9%8A-%D9%8A%D9%85%D9%88%D9%84-%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9%D8%A7%D8%AA-%D8%A7/, Media Report, including Wikileaks",3,,,,,,,Raw,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=MGREB00020130329e93l0000k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",100000000,USD,1.015,1,"98,522,167",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-16 11:05,,,0
33150,Qatar,Qatar loans Tunisia $97 million for development projects,2013,FALSE," Qatar's ambassador to Tunisia Saad Ben Nasser Hamidi announced that Qatar will grant Tunisia a 97 million USD loan to fund development programmes in the country's poorest areas. The projects to be funded will be chosen by a commission which will be created by the Qatari foreign ministry. The programmes are expected to create 70,000 new jobs. ",160,Other Social infrastructure and services,,Pipeline: Pledge,12,Loan (excluding debt rescheduling),Tunisia,"https://global.factiva.com/aa/?ref=ANSAEN0020130204e924000dy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020130205e92500244&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020130205e92400003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",3,,,,,,,Raw,0,Vague (Official Finance),2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ANSAEN0020130204e924000dy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020130205e92500244&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020130205e92400003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",97000000,USD,1.015,1,"95,566,502",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-11 11:05,,,0
